Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)
ENSMUSG00000077505	Gm24233	ENSG00000212588	SNORA26	4	52713249	52713370
ENSMUSG00000095691	Snord116l11	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000095691	Snord116l11	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000095691	Snord116l11	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000095691	Snord116l11	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000095691	Snord116l11	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000095691	Snord116l11	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000095691	Snord116l11	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000095691	Snord116l11	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000095691	Snord116l11	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000088412	Gm24241	ENSG00000221303	SNORA79	14	81202695	81202834
ENSMUSG00000094097	n-R5s111	ENSG00000200370	RNA5S17	1	228646040	228646158
ENSMUSG00000096462	Gm22812	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000096462	Gm22812	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000096462	Gm22812	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000096462	Gm22812	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000096462	Gm22812	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000096462	Gm22812	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000096462	Gm22812	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000096462	Gm22812	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000096462	Gm22812	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000064762	Gm23738	ENSG00000200789	RNU1-65P	10	84003332	84003479
ENSMUSG00000089125	Gm26403	ENSG00000212495	RNU6-332P	X	94003815	94003922
ENSMUSG00000094408	Gm24072	ENSG00000200570	RNU6-829P	9	93375556	93375667
ENSMUSG00000064915	Gm22575	ENSG00000206980	RNU6-662P	1	151747597	151747700
ENSMUSG00000064915	Gm22575	ENSG00000207378	RNU6-748P	8	98462944	98463050
ENSMUSG00000092887	Snord53	ENSG00000265145	SNORD53	2	28927067	28927144
ENSMUSG00000070072	Mir433	ENSG00000207569	MIR433	14	100881886	100881978
ENSMUSG00000065115	Gm23298	ENSG00000200254	RNU6-536P	1	42569033	42569139
ENSMUSG00000088711	Gm22731	ENSG00000274097	RNA5SP535	11	102057854	102057960
ENSMUSG00000088571	Gm25455	ENSG00000202344	RN7SKP208	2	55951654	55952014
ENSMUSG00000064621	Gm26922	ENSG00000200089	SNORD114-31	14	100993236	100993310
ENSMUSG00000070080	Mir431	ENSG00000208001	MIR431	14	100881007	100881120
ENSMUSG00000064468	Gm25081	ENSG00000201815	RNU6-526P	8	9371090	9371195
ENSMUSG00000065608	Mirlet7c-2	ENSG00000283990	MIRLET7A3	22	46112749	46112822
ENSMUSG00000098526	Gm27366	ENSG00000275231	RF01965	12	97493897	97494003
ENSMUSG00000088115	Gm24062	ENSG00000252697	RN7SKP209	6	87083233	87083536
ENSMUSG00000089522	Gm22326	ENSG00000251825	RN7SKP19	1	73191604	73191855
ENSMUSG00000084477	Gm25780	ENSG00000223315	RN7SKP279	11	127407851	127408148
ENSMUSG00000098813	Gm27326	ENSG00000252699	SNORA21B	17	38851524	38851659
ENSMUSG00000089375	Snord107	ENSG00000276314	SNORD107	15	24981994	24982068
ENSMUSG00000099107	Gm27898	ENSG00000277542	RF02133	17	48723692	48723772
ENSMUSG00000065583	Mir218-2	ENSG00000207739	MIR218-2	5	168768146	168768255
ENSMUSG00000065013	Gm23508	ENSG00000200089	SNORD114-31	14	100993236	100993310
ENSMUSG00000077209	Gm25608	ENSG00000212589	RF00560	10	113820459	113820590
ENSMUSG00000077209	Gm25608	ENSG00000281808	RF00560	9	136726748	136726879
ENSMUSG00000077209	Gm25608	ENSG00000212461	RF00560	12	71639355	71639483
ENSMUSG00000088026	Gm22143	ENSG00000222496	RN7SKP200	2	206221315	206221634
ENSMUSG00000084487	Gm23787	ENSG00000199593	SNORD114-14	14	100972103	100972177
ENSMUSG00000065381	Gm23096	ENSG00000207508	RNU6-1237P	1	40177843	40177949
ENSMUSG00000084652	Gm22717	ENSG00000201164	RNU4-36P	16	68535515	68535658
ENSMUSG00000084428	Gm25102	ENSG00000222736	RNU4-6P	X	16875146	16875267
ENSMUSG00000080465	Gm22486	ENSG00000208772	SNORD94	2	86135870	86136006
ENSMUSG00000070103	Mir488	ENSG00000202609	MIR488	1	177029363	177029445
ENSMUSG00000098791	Gm27402	ENSG00000278482	RF02185	7	117191647	117191761
ENSMUSG00000096082	Gm24711	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000096082	Gm24711	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000096082	Gm24711	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000096082	Gm24711	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000096082	Gm24711	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000096082	Gm24711	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000096082	Gm24711	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000096082	Gm24711	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000096082	Gm24711	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000087708	Gm23000	ENSG00000200597	RNU1-87P	6	37915573	37915742
ENSMUSG00000064961	Gm22704	ENSG00000199959	RF00410	1	84277321	84277457
ENSMUSG00000099073	Gm27568	ENSG00000274500	RF02150	7	130489868	130489966
ENSMUSG00000077254	Gm26079	ENSG00000208892	SNORA49	12	132031224	132031359
ENSMUSG00000077565	Gm23201	ENSG00000222365	SNORD12B	20	49280319	49280409
ENSMUSG00000077704	Snord89	ENSG00000212283	SNORD89	2	101272936	101273049
ENSMUSG00000065254	Gm23973	ENSG00000201428	RN7SKP71	12	112267077	112267394
ENSMUSG00000065539	Mir216a	ENSG00000207798	MIR216A	2	55988950	55989059
ENSMUSG00000094837	Gm25471	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000094837	Gm25471	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000094837	Gm25471	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000094837	Gm25471	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000094837	Gm25471	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000094837	Gm25471	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000094837	Gm25471	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000094837	Gm25471	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000094837	Gm25471	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000065416	Mir19a	ENSG00000284204	MIR19A	13	91350891	91350972
ENSMUSG00000093025	Gm25300	ENSG00000222501	RNU4-25P	8	128010382	128010611
ENSMUSG00000098986	Gm28006	ENSG00000278144	RF01955	11	65423273	65423392
ENSMUSG00000098351	Gm27507	ENSG00000274760	RF02216	20	49279116	49279208
ENSMUSG00000092999	Gm23921	ENSG00000201547	RF00019	17	67408774	67408881
ENSMUSG00000088832	Gm23543	ENSG00000252931	RNU6-231P	15	85821855	85821957
ENSMUSG00000098430	Gm27494	ENSG00000277830	RF02215	20	49278427	49278624
ENSMUSG00000087963	Gm25394	ENSG00000239183	SNORA84	9	92292461	92292593
ENSMUSG00000098948	Gm27640	ENSG00000276664	RF01882	22	30971005	30971149
ENSMUSG00000084576	Gm23655	ENSG00000252643	RNU6-1136P	7	102834605	102834708
ENSMUSG00000094214	Gm23448	ENSG00000252916	RNU6-762P	2	200899020	200899121
ENSMUSG00000080542	Gm22710	ENSG00000264229	RNU4ATAC	2	121530881	121531007
ENSMUSG00000094013	Gm25829	ENSG00000272055	RNU6-6P	10	13217269	13217375
ENSMUSG00000095060	Gm26188	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000095060	Gm26188	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000095060	Gm26188	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000095060	Gm26188	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000095060	Gm26188	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000095060	Gm26188	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000095060	Gm26188	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000095060	Gm26188	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000095060	Gm26188	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000064526	Gm26439	ENSG00000222356	RNU6-710P	9	111996635	111996739
ENSMUSG00000064513	Snora9	ENSG00000277184	SNORA9	7	44985378	44985510
ENSMUSG00000088623	Gm23031	ENSG00000221023	RNU6ATAC19P	2	181738606	181738715
ENSMUSG00000088236	Gm25425	ENSG00000201016	RNU6-374P	5	25701217	25701324
ENSMUSG00000098788	Gm27342	ENSG00000222429	RNU6-955P	17	4619749	4619852
ENSMUSG00000077685	Gm22498	ENSG00000212498	SNORD86	20	2656097	2656182
ENSMUSG00000089404	Gm24877	ENSG00000200179	RF00019	19	36203347	36203459
ENSMUSG00000065361	1600017P15Rik	ENSG00000277925	RF00024	3	169764610	169765047
ENSMUSG00000077220	Snord78	ENSG00000212168	RF00592	2	57544535	57544599
ENSMUSG00000077220	Snord78	ENSG00000212378	RF00592	2	72760534	72760602
ENSMUSG00000087935	Snora81	ENSG00000253092	RF01241	3	183452567	183452764
ENSMUSG00000087935	Snora81	ENSG00000252677	RF01241	18	21711950	21712119
ENSMUSG00000094874	AC132444.3	ENSG00000135899	SP110	2	230167293	230225729
ENSMUSG00000098502	Gm27511	ENSG00000273948	RF02177	17	17675366	17675522
ENSMUSG00000089485	Gm24734	ENSG00000222594	RN7SKP235	4	145035132	145035436
ENSMUSG00000093784	Gm22394	ENSG00000264452	RF00285	21	44439035	44439110
ENSMUSG00000084604	Gm22205	ENSG00000201899	SNORD114-24	14	100984777	100984848
ENSMUSG00000077604	Snord1b	ENSG00000274091	SNORD1C	17	76558791	76558868
ENSMUSG00000084706	Gm22987	ENSG00000223299	RN7SKP108	14	96638187	96638514
ENSMUSG00000088242	Gm25913	ENSG00000251992	SCARNA17	18	49814133	49814276
ENSMUSG00000096868	Gm22258	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000096868	Gm22258	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000096868	Gm22258	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000096868	Gm22258	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000096868	Gm22258	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000096868	Gm22258	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000096868	Gm22258	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000096868	Gm22258	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000096868	Gm22258	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000065399	Mir133a-1	ENSG00000283927	MIR133A1	18	21825698	21825785
ENSMUSG00000089373	Gm22138	ENSG00000212589	RF00560	10	113820459	113820590
ENSMUSG00000089373	Gm22138	ENSG00000281808	RF00560	9	136726748	136726879
ENSMUSG00000089373	Gm22138	ENSG00000212461	RF00560	12	71639355	71639483
ENSMUSG00000099068	Gm27861	ENSG00000276771	RF01976	7	27098900	27099114
ENSMUSG00000094722	AC125178.1	ENSG00000270601	PRAMEF5	1	13254212	13263314
ENSMUSG00000094722	AC125178.1	ENSG00000204501	PRAMEF15	1	13315581	13322598
ENSMUSG00000094722	AC125178.1	ENSG00000116726	PRAMEF12	1	12774841	12777906
ENSMUSG00000094722	AC125178.1	ENSG00000204478	PRAMEF20	1	13410450	13421328
ENSMUSG00000094722	AC125178.1	ENSG00000204480	PRAMEF19	1	13369067	13371900
ENSMUSG00000094722	AC125178.1	ENSG00000239810	PRAMEF11	1	12824605	12831410
ENSMUSG00000094722	AC125178.1	ENSG00000182330	PRAMEF8	1	13281035	13285174
ENSMUSG00000094722	AC125178.1	ENSG00000279169	PRAMEF13	1	13196330	13201409
ENSMUSG00000094722	AC125178.1	ENSG00000120952	PRAMEF2	1	12857086	12861909
ENSMUSG00000094722	AC125178.1	ENSG00000237700	PRAMEF33	1	13303539	13308907
ENSMUSG00000094722	AC125178.1	ENSG00000116721	PRAMEF1	1	12791397	12796628
ENSMUSG00000094722	AC125178.1	ENSG00000187545	PRAMEF10	1	12892896	12898270
ENSMUSG00000094722	AC125178.1	ENSG00000243073	PRAMEF4	1	12879224	12886201
ENSMUSG00000094722	AC125178.1	ENSG00000204479	PRAMEF17	1	13389632	13392629
ENSMUSG00000094722	AC125178.1	ENSG00000204510	PRAMEF7	1	12916610	12920482
ENSMUSG00000094722	AC125178.1	ENSG00000274764	PRAMEF27	1	13049476	13056491
ENSMUSG00000094722	AC125178.1	ENSG00000280267	PRAMEF26	1	13148905	13155961
ENSMUSG00000094722	AC125178.1	ENSG00000204481	PRAMEF14	1	13342034	13347134
ENSMUSG00000094722	AC125178.1	ENSG00000204505	PRAMEF9	1	13172455	13179464
ENSMUSG00000094722	AC125178.1	ENSG00000229571	PRAMEF25	1	13068677	13077884
ENSMUSG00000094722	AC125178.1	ENSG00000232423	PRAMEF6	1	12938472	12947580
ENSMUSG00000094722	AC125178.1	ENSG00000279804	PRAMEF18	1	13222705	13226106
ENSMUSG00000088511	Gm24435	ENSG00000252544	RNU6-1282P	4	151300518	151300613
ENSMUSG00000084739	Gm22067	ENSG00000222486	RNU6-77P	13	81265747	81265837
ENSMUSG00000065266	Gm23454	ENSG00000212293	RF00190	13	32420390	32420516
ENSMUSG00000088498	Gm24402	ENSG00000223198	RNU2-22P	2	231501990	231502201
ENSMUSG00000089287	Gm22944	ENSG00000200394	SNORA38B	17	67740669	67740799
ENSMUSG00000089287	Gm22944	ENSG00000201042	RF00428	12	118888434	118888564
ENSMUSG00000065940	Gm23795	ENSG00000199293	SNORA21	17	38852863	38852994
ENSMUSG00000084518	Gm22477	ENSG00000252757	RN7SKP96	4	86336318	86336614
ENSMUSG00000064779	Gm22997	ENSG00000206593	RNU6-47P	5	109014834	109014940
ENSMUSG00000077384	Gm22658	ENSG00000200197	RNU1-21P	11	123763927	123764089
ENSMUSG00000065458	Mir181b-1	ENSG00000207975	MIR181B1	1	198858873	198858982
ENSMUSG00000094979	Gm25253	ENSG00000207089	RNU6-921P	14	68735922	68736028
ENSMUSG00000065493	Mir34a	ENSG00000284357	MIR34A	1	9151668	9151777
ENSMUSG00000088106	Gm22378	ENSG00000200250	RNU6-1147P	2	127316873	127316979
ENSMUSG00000064665	Gm24460	ENSG00000202434	RF00394	2	197404718	197404854
ENSMUSG00000064665	Gm24460	ENSG00000201133	RF00394	7	50935350	50935493
ENSMUSG00000098696	Gm27617	ENSG00000278333	RF02271	10	85613017	85613186
ENSMUSG00000088772	Gm26040	ENSG00000253092	RF01241	3	183452567	183452764
ENSMUSG00000088772	Gm26040	ENSG00000252677	RF01241	18	21711950	21712119
ENSMUSG00000087912	Gm24916	ENSG00000238862	SNORD19B	3	52690744	52690827
ENSMUSG00000089177	Gm22435	ENSG00000251735	RF00402	14	46960423	46960546
ENSMUSG00000077668	Gm26143	ENSG00000207242	RNU6-1065P	17	10857899	10858004
ENSMUSG00000088456	Gm26372	ENSG00000201612	RN7SKP15	12	27806082	27806390
ENSMUSG00000088456	Gm26372	ENSG00000222281	RN7SKP111	20	11818821	11819091
ENSMUSG00000095097	Gm23658	ENSG00000207468	SNORA19	10	119060011	119060138
ENSMUSG00000098825	Gm27285	ENSG00000275254	RF02121	X	74280936	74281082
ENSMUSG00000089153	Gm23579	ENSG00000206997	RNU6-524P	5	96210121	96210227
ENSMUSG00000098667	Gm27585	ENSG00000275968	RF02090	13	105459815	105460015
ENSMUSG00000094473	Gm25935	ENSG00000200388	RNU6-618P	12	31396390	31396501
ENSMUSG00000094473	Gm25935	ENSG00000200681	RNU6-263P	6	18306973	18307079
ENSMUSG00000096231	Gm22584	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000096231	Gm22584	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000096231	Gm22584	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000096231	Gm22584	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000096231	Gm22584	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000096231	Gm22584	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000096231	Gm22584	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000096231	Gm22584	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000096231	Gm22584	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000092915	Gm24083	ENSG00000207605	MIR191	3	49020618	49020709
ENSMUSG00000065617	Mir323	ENSG00000199069	MIR323A	14	101025732	101025817
ENSMUSG00000088348	Gm23865	ENSG00000212358	RNU6-837P	12	17071398	17071505
ENSMUSG00000087994	Gm25055	ENSG00000200089	SNORD114-31	14	100993236	100993310
ENSMUSG00000087902	Gm22038	ENSG00000251935	RN7SKP179	2	190553264	190553480
ENSMUSG00000099248	Gm27543	ENSG00000278020	RF02142	7	27188816	27188994
ENSMUSG00000088400	Gm25889	ENSG00000200484	RNU6-1244P	10	32394558	32394665
ENSMUSG00000065272	Snord57	ENSG00000226572	SNORD57	20	2656939	2657010
ENSMUSG00000087896	Gm25282	ENSG00000252263	RNU6-659P	14	70496107	70496210
ENSMUSG00000093971	Snord116l4	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000093971	Snord116l4	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000093971	Snord116l4	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000093971	Snord116l4	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000093971	Snord116l4	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000093971	Snord116l4	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000093971	Snord116l4	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000093971	Snord116l4	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000093971	Snord116l4	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000088158	Scarna3b	ENSG00000252906	SCARNA3	1	175968398	175968540
ENSMUSG00000088096	Gm23672	ENSG00000222501	RNU4-25P	8	128010382	128010611
ENSMUSG00000064751	Gm26330	ENSG00000200913	SNORD46	1	44776490	44776593
ENSMUSG00000064437	Snord49b	ENSG00000277108	SNORD49B	17	16439505	16439576
ENSMUSG00000076318	Mir216b	ENSG00000211520	MIR216B	2	56000714	56000795
ENSMUSG00000088231	Gm25426	ENSG00000252311	RNU1-103P	16	85781775	85781899
ENSMUSG00000088957	Gm24946	ENSG00000252273	RNU6-426P	21	16035413	16035509
ENSMUSG00000092687	Gm25744	ENSG00000201823	SNORD48	6	31835263	31835326
ENSMUSG00000064793	Gm24356	ENSG00000253066	RNU6-709P	10	114111414	114111517
ENSMUSG00000064793	Gm24356	ENSG00000252937	RNU6-1270P	3	73241789	73241896
ENSMUSG00000064793	Gm24356	ENSG00000207412	RNU6-455P	14	31686692	31686798
ENSMUSG00000064793	Gm24356	ENSG00000206991	RNU6-610P	15	43637632	43637738
ENSMUSG00000064793	Gm24356	ENSG00000200554	RNU6-1020P	9	125303920	125304026
ENSMUSG00000064793	Gm24356	ENSG00000206658	RNU6-1039P	9	110369592	110369698
ENSMUSG00000064793	Gm24356	ENSG00000207323	RNU6-901P	3	153471466	153471571
ENSMUSG00000064793	Gm24356	ENSG00000200550	RNU6-137P	2	42712740	42712847
ENSMUSG00000095349	Gm26097	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000095349	Gm26097	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000095349	Gm26097	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000095349	Gm26097	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000095349	Gm26097	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000095349	Gm26097	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000095349	Gm26097	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000095349	Gm26097	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000095349	Gm26097	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000088217	Gm22079	ENSG00000277341	RNU6-489P	17	37907957	37908063
ENSMUSG00000088217	Gm22079	ENSG00000200029	RNU6-642P	2	218916184	218916287
ENSMUSG00000088217	Gm22079	ENSG00000207347	RNU6-306P	10	21564471	21564577
ENSMUSG00000088217	Gm22079	ENSG00000277029	RNU6-1192P	17	36404826	36404932
ENSMUSG00000099106	Gm27899	ENSG00000276859	RF02127	20	58842030	58842132
ENSMUSG00000105690	Gm26265	ENSG00000206952	SNORA50A	16	58559796	58559929
ENSMUSG00000065455	Mir21a	ENSG00000284190	MIR21	17	59841266	59841337
ENSMUSG00000105288	Gm25820	ENSG00000281159	RF00426	2	130929762	130929883
ENSMUSG00000105288	Gm25820	ENSG00000280466	SCARNA4	1	155925958	155926085
ENSMUSG00000094218	Gm23446	ENSG00000207001	SNORD116-2	15	25054210	25054304
ENSMUSG00000094218	Gm23446	ENSG00000207093	SNORD116-8	15	25070432	25070526
ENSMUSG00000094218	Gm23446	ENSG00000207014	SNORD116-3	15	25056860	25056954
ENSMUSG00000094218	Gm23446	ENSG00000207063	SNORD116-1	15	25051477	25051571
ENSMUSG00000094218	Gm23446	ENSG00000207191	SNORD116-5	15	25062333	25062427
ENSMUSG00000094218	Gm23446	ENSG00000275529	SNORD116-4	15	25059538	25059633
ENSMUSG00000094218	Gm23446	ENSG00000207133	SNORD116-7	15	25067788	25067882
ENSMUSG00000094218	Gm23446	ENSG00000206727	SNORD116-9	15	25073107	25073201
ENSMUSG00000094218	Gm23446	ENSG00000207442	SNORD116-6	15	25065026	25065121
ENSMUSG00000098846	Gm27905	ENSG00000277124	RF01888	7	96965489	96965695
ENSMUSG00000098572	Gm27443	ENSG00000277994	RF01906	12	53965965	53966061
ENSMUSG00000089255	Snora78	ENSG00000273587	SNORA78	16	1965184	1965310
ENSMUSG00000096561	Gm24097	ENSG00000206590	RNU6-132P	15	89714232	89714338
ENSMUSG00000088346	Gm22337	ENSG00000212589	RF00560	10	113820459	113820590
ENSMUSG00000088346	Gm22337	ENSG00000281808	RF00560	9	136726748	136726879
ENSMUSG00000088346	Gm22337	ENSG00000212461	RF00560	12	71639355	71639483
ENSMUSG00000080352	Gm26247	ENSG00000220988	SNORD88C	19	50802328	50802418
ENSMUSG00000094201	Gm25064	ENSG00000206625	RNU6-1	15	67839939	67840045
ENSMUSG00000084593	Gm22345	ENSG00000252581	RNU6-1098P	3	149525631	149525726
ENSMUSG00000092680	Snord55	ENSG00000264294	SNORD55	1	44775864	44775943
ENSMUSG00000084653	Gm26091	ENSG00000201747	RNU6-534P	7	7906519	7906624
ENSMUSG00000096297	Gm23934	ENSG00000272055	RNU6-6P	10	13217269	13217375
ENSMUSG00000077400	Gm25417	ENSG00000212589	RF00560	10	113820459	113820590
ENSMUSG00000077400	Gm25417	ENSG00000281808	RF00560	9	136726748	136726879
ENSMUSG00000077400	Gm25417	ENSG00000212461	RF00560	12	71639355	71639483
ENSMUSG00000104856	Rnu3b3	ENSG00000281000	SNORD3D	17	19112420	19112636
ENSMUSG00000084738	Gm25809	ENSG00000221241	SNORD88A	19	50799442	50799532
ENSMUSG00000084738	Gm25809	ENSG00000221381	SNORD88B	19	50799032	50799122
ENSMUSG00000089469	Gm23704	ENSG00000252886	RN7SKP197	12	119631090	119631386
ENSMUSG00000087812	Gm25115	ENSG00000201616	RNU1-91P	11	3048359	3048521
ENSMUSG00000088721	Gm22212	ENSG00000222858	RNU6-920P	17	29641611	29641702
ENSMUSG00000065449	Mir365-1	ENSG00000199130	MIR365A	16	14309285	14309371
ENSMUSG00000065751	Gm23345	ENSG00000252847	RNU2-46P	9	95859904	95860016
ENSMUSG00000077294	Gm24123	ENSG00000222365	SNORD12B	20	49280319	49280409
ENSMUSG00000088644	Gm26485	ENSG00000252821	RNU6-388P	7	33001950	33002054
ENSMUSG00000088644	Gm26485	ENSG00000252857	RNU6-389P	7	55685977	55686081
ENSMUSG00000088644	Gm26485	ENSG00000252569	RNU6-1153P	16	53443228	53443332
ENSMUSG00000065630	Gm24256	ENSG00000222686	RNU4-72P	6	85751581	85751753
ENSMUSG00000064943	Gm23240	ENSG00000252561	RNU1-125P	16	3069523	3069651
